FRN,471 Application Number,BEN,Applicant Name,Type of Connections,Number of Lines,Download Speed
2578698,947507,61330,DIVINE SAVIOR-HOLY ANGELS H S,Fiber optic/OC-x,1,100
2578705,947529,81227,THE DUNHAM SCHOOL,Satellite,1,500
2578706,947529,81227,THE DUNHAM SCHOOL,Cellular Wireless,13,8
2578720,942159,140411,POTEAU INDEP SCHOOL DIST 29,Fiber optic/OC-x,1,100
2578729,947523,65282,CENTRAL MINNESOTA CHRISTIAN SCHOOL,Non-Cellular Wireless (e.g.microwave),1,30
2578733,947534,102529,GUARDIAN ANGEL SCHOOL,T1/DS-1,1,3
2578736,942159,140411,POTEAU INDEP SCHOOL DIST 29,Fiber optic/OC-x,1,10
2578736,942159,140411,POTEAU INDEP SCHOOL DIST 29,Fiber optic/OC-x,3,1000
2578739,941364,16061232,CHAMINADE COLLEGE PREPARATORY,Fiber optic/OC-x,10,200
2578764,943089,130360,ELKHART PUBLIC LIBRARY,Fiber optic/OC-x,4,100
2578765,943089,130360,ELKHART PUBLIC LIBRARY,Fiber optic/OC-x,1,50
2578770,947549,143869,LATON UNIFIED SCH DIST,Cellular Wireless,2,12
2578780,946889,94312,ARICKAREE SCHOOL,DSL,12,3
2578782,947549,143869,LATON UNIFIED SCH DIST,T1/DS-1,3,1.5
2578787,947549,143869,LATON UNIFIED SCH DIST,T3/DS-3,1,45
2578789,947556,154077,OHR V'DAAS,Fiber optic/OC-x,10,10
2578791,943102,130236,JOHNSON COUNTY PUBLIC LIBRARY,Fiber optic/OC-x,4,100
2578794,943102,130236,JOHNSON COUNTY PUBLIC LIBRARY,Fiber optic/OC-x,1,60
2578799,947561,114118,NORTH BAY ELEMENTARY SCHOOL,Fiber optic/OC-x,1,10
2578804,947562,16064195,SUNCOAST SCHOOL FOR INNOVATIVE STUDIES - ELEM,Fiber optic/OC-x,1,35
2578809,947562,16064195,SUNCOAST SCHOOL FOR INNOVATIVE STUDIES - ELEM,Fiber optic/OC-x,1,75
2578810,947566,130592,DALEVILLE COMM SCHOOLS,Fiber optic/OC-x,1,30
2578811,943095,130715,EVANSVILLE-VANDERBURGH PUBLIC LIBRARY,Fiber optic/OC-x,6,100
2578811,943095,130715,EVANSVILLE-VANDERBURGH PUBLIC LIBRARY,Fiber optic/OC-x,1,200
2578814,943095,130715,EVANSVILLE-VANDERBURGH PUBLIC LIBRARY,Fiber optic/OC-x,1,200
2578816,947567,112710,LAHAINALUNA HIGH SCHOOL,DSL,1,2
2578827,947568,144593,YOLO COUNTY LIBRARY,Dial-up,1,0.056
2578828,947568,144593,YOLO COUNTY LIBRARY,Dial-up,1,0.056
2578832,947573,139653,JASPER SCHOOL DISTRICT 1,DSL,1,6
2578837,947526,147059,WASHTENAW INTERMEDIATE SCHOOL DISTRICT,Fiber optic/OC-x,1,1500
2578841,947578,130724,CLINTON PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2578867,947579,130672,HUNTINGBURG PUBLIC LIBRARY,Fiber optic/OC-x,1,10
2578874,947581,130217,HUSSEY-MAYFIELD MEM LIBRARY,Fiber optic/OC-x,1,30
2578875,947582,130693,KNOX COUNTY PUBLIC LIBRARY,Fiber optic/OC-x,1,40
2578876,947585,130645,LINTON PUBLIC LIBRARY,Fiber optic/OC-x,1,15
2578878,947586,130548,NEW ALBANY-FLOYD CO PUBLIC LIB,Fiber optic/OC-x,1,40
2578882,947587,133701,HERMANTOWN SCHOOL DISTRICT 700,Fiber optic/OC-x,1,100
2578892,947545,16033377,NORTH STAR SCHOOL DISTRICT 99M,Fiber optic/OC-x,1,100
2578893,947546,143986,MOJAVE UNIFIED SCHOOL DISTRICT,Cellular Wireless,1,12
2578896,947545,16033377,NORTH STAR SCHOOL DISTRICT 99M,Fiber optic/OC-x,1,100
2578910,947609,198905,TASHBAR OF LAKEWOOD,DSL,1,1.5
2578911,947609,198905,TASHBAR OF LAKEWOOD,Fiber optic/OC-x,1,5
2578913,947609,198905,TASHBAR OF LAKEWOOD,Cellular Wireless,10,3
2578918,947610,16033349,CHESTER-JOPLIN-INVERNESS PUBLIC SCHOOLS,DSL,1,1
2578918,947610,16033349,CHESTER-JOPLIN-INVERNESS PUBLIC SCHOOLS,Fiber optic/OC-x,1,100
2578921,947610,16033349,CHESTER-JOPLIN-INVERNESS PUBLIC SCHOOLS,Non-Cellular Wireless (e.g.microwave),1,3
2578922,947610,16033349,CHESTER-JOPLIN-INVERNESS PUBLIC SCHOOLS,DSL,1,3
2578937,947608,16027620,BAIS YEHUDA,Cellular Wireless,12,3
2578939,947608,16027620,BAIS YEHUDA,Cable,1,5
2578940,947608,16027620,BAIS YEHUDA,Fiber optic/OC-x,3,5
2578968,947628,154077,OHR V'DAAS,Cable,1,5
2578969,947628,154077,OHR V'DAAS,Cellular Wireless,5,3
2579009,947670,10389,RABBI JACOB JOSEPH SCHOOL,Fiber optic/OC-x,1,100
2579010,947670,10389,RABBI JACOB JOSEPH SCHOOL,Cable,1,5
2579012,947670,10389,RABBI JACOB JOSEPH SCHOOL,Cable,1,5
2579017,947670,10389,RABBI JACOB JOSEPH SCHOOL,Fiber optic/OC-x,1,100
2579019,947670,10389,RABBI JACOB JOSEPH SCHOOL,Cellular Wireless,14,3
2579022,947671,159196,LICEO AGUADILLANO,Fiber optic/OC-x,1,10
2579028,941776,124968,GENESEE VALLEY/WAYNE-FINGER LAKES EDUCATIONAL TECHNOLOGY SERVICE,Cable,1,100
2579032,941776,124968,GENESEE VALLEY/WAYNE-FINGER LAKES EDUCATIONAL TECHNOLOGY SERVICE,Cable,1,100
2579033,943982,127276,COBB COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,2
2579035,947673,145369,EVERGREEN SCHOOL DISTRICT,Fiber optic/OC-x,30,1000
2579037,941776,124968,GENESEE VALLEY/WAYNE-FINGER LAKES EDUCATIONAL TECHNOLOGY SERVICE,Cable,1,100
2579049,941776,124968,GENESEE VALLEY/WAYNE-FINGER LAKES EDUCATIONAL TECHNOLOGY SERVICE,Cable,1,100
2579058,947672,131668,DE TOUR AREA SCHOOL DISTRICT,T1/DS-1,1,1.5
2579084,947676,138632,EDUCATIONAL SERVICE UNIT NO.8,Dial-up,2,0.056
2579084,947676,138632,EDUCATIONAL SERVICE UNIT NO.8,DSL,1,20
2579097,947676,138632,EDUCATIONAL SERVICE UNIT NO.8,Fiber optic/OC-x,1,100
2579099,947620,138601,CHAMBERS PUBLIC SCHOOL DIST,Cellular Wireless,1,3
2579101,947620,138601,CHAMBERS PUBLIC SCHOOL DIST,Fiber optic/OC-x,1,60
2579103,947622,16051974,KESHET,Cellular Wireless,8,7
2579114,947683,10190,GOOD SHEPHERD SCHOOL,Cable,1,50
2579124,942958,93593,ANNUNCIATION ELEMENTARY SCHOOL,T1/DS-1,13,1.5
2579127,947622,16051974,KESHET,Cable,1,20
2579135,947690,24290,THE POTOMAC SCHOOL,Fiber optic/OC-x,1,200
2579140,947690,24290,THE POTOMAC SCHOOL,Fiber optic/OC-x,1,25
2579141,938545,130972,ROCHESTER HILLS PUBLIC LIBRARY,Cable,1,50
2579143,938545,130972,ROCHESTER HILLS PUBLIC LIBRARY,Non-Cellular Wireless (e.g.microwave),1,50
2579146,942194,139864,RAVIA SCHOOL DISTRICT 10,T1/DS-1,2,1.5
2579152,947690,24290,THE POTOMAC SCHOOL,Cellular Wireless,117,8
2579153,947681,128577,NORTHEAST REGIONAL LIBRARY,DSL,8,1.5
2579153,947681,128577,NORTHEAST REGIONAL LIBRARY,T1/DS-1,1,1.5
2579153,947681,128577,NORTHEAST REGIONAL LIBRARY,T1/DS-1,3,1.5
2579157,946250,16049083,"BI-COUNTY COMMUNITY ACTION PROGRAMS, INC. (BI-CAP)",DSL,1,5
2579158,946250,16049083,"BI-COUNTY COMMUNITY ACTION PROGRAMS, INC. (BI-CAP)",DSL,1,1
2579160,947696,134663,PARSHALL SCHOOL DISTRICT,DSL,1,2
2579160,947696,134663,PARSHALL SCHOOL DISTRICT,Fiber optic/OC-x,1,100
2579163,946250,16049083,"BI-COUNTY COMMUNITY ACTION PROGRAMS, INC. (BI-CAP)",DSL,1,1
2579164,945062,140813,KIRBYVILLE PUBLIC LIBRARY,DSL,1,18
2579169,947709,138693,STUART PUBLIC SCHOOL DISTRICT,Fiber optic/OC-x,1,40
2579170,947710,112669,ST ANN SCHOOL,Cable,1,15
2579172,947708,127555,UNION COUNTY SCHOOL DISTRICT,DSL,1,3
2579177,947712,74218,IMMANUEL LUTHERAN SCHOOL,Cable,1,30
2579178,946250,16049083,"BI-COUNTY COMMUNITY ACTION PROGRAMS, INC. (BI-CAP)",DSL,1,10
2579181,947687,205387,COLEGIO SAN ANTONIO,Non-Cellular Wireless (e.g.microwave),1,10
2579184,947708,127555,UNION COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,100
2579185,947711,9890,CONNELLY MIDDLE SCH OF THE HOLY CHILD,Fiber optic/OC-x,1,20
2579191,947711,9890,CONNELLY MIDDLE SCH OF THE HOLY CHILD,DSL,1,5
2579192,942194,139864,RAVIA SCHOOL DISTRICT 10,T1/DS-1,4,1.5
2579193,946250,16049083,"BI-COUNTY COMMUNITY ACTION PROGRAMS, INC. (BI-CAP)",Fiber optic/OC-x,1,10
2579203,947691,76801,ST PATRICK'S SCHOOL,Cable,1,15
2579207,941690,110114,ST FRANCES CABRINI SCHOOL,Cellular Wireless,3,5
2579210,941776,124968,GENESEE VALLEY/WAYNE-FINGER LAKES EDUCATIONAL TECHNOLOGY SERVICE,Cable,1,100
2579212,941690,110114,ST FRANCES CABRINI SCHOOL,DSL,1,50
2579213,947722,138695,ELKHORN VALLEY SCHOOL DISTRICT,Fiber optic/OC-x,1,100
2579248,947729,92972,CATHEDRAL HIGH SCHOOL,Cellular Wireless,1,6
2579250,947729,92972,CATHEDRAL HIGH SCHOOL,Cable,1,15
2579252,947326,133797,ST CLAIR SCHOOL DISTRICT 75,Cellular Wireless,4,3
2579260,947732,54062,"BISHOP FOLEY HIGH SCHOOL, MADISON HEIGHTS",Cable,1,22
2579272,947745,145429,SELAH SCHOOL DISTRICT 119,Fiber optic/OC-x,1,100
2579274,947739,61319,ST ROMAN ELEMENTARY SCHOOL,Cable,1,8
2579276,947744,77628,ST JOSEPH CATHOLIC,Cable,1,28
2579277,947735,130513,AURORA PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2579282,942142,36382,CHAMINADE-MADONNA COLLEGE PREP,Cellular Wireless,1,6
2579283,942142,36382,CHAMINADE-MADONNA COLLEGE PREP,Fiber optic/OC-x,1,100
2579293,947621,128269,POLK COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,4,100
2579293,947621,128269,POLK COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,200
2579293,947621,128269,POLK COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,3,1000
2579308,947736,76749,HOLY NAME SCHOOL,Cable,1,15
2579313,944513,143102,BABOQUIVARI UNIFIED SCH DIST 40,Fiber optic/OC-x,3,100
2579317,942435,36640,SS PETER AND PAUL SCHOOL,DSL,1,20
2579323,947735,130513,AURORA PUBLIC LIBRARY,T1/DS-1,2,1.5
2579323,947735,130513,AURORA PUBLIC LIBRARY,T1/DS-1,1,1.5
2579324,947750,138622,LYNCH PUBLIC SCHOOL DISTRICT,Fiber optic/OC-x,1,40
2579338,947703,7685,CORPUS CHRISTI SCHOOL,DSL,1,20
2579341,947757,22802,PARK SCHOOL OF BALTIMORE,Fiber optic/OC-x,1,100
2579346,947701,16021553,SUCCESS SCHOOL,Fiber optic/OC-x,1,200
2579355,947757,22802,PARK SCHOOL OF BALTIMORE,Fiber optic/OC-x,1,100
2579358,947757,22802,PARK SCHOOL OF BALTIMORE,Cellular Wireless,13,7
2579365,947760,130610,NEW CASTLE-HENRY CO PUB LIB,Cellular Wireless,1,7
2579368,947731,141628,LONDON INDEP SCHOOL DISTRICT,Fiber optic/OC-x,1,20
2579372,947706,141890,AMARILLO INDEP SCHOOL DISTRICT,Fiber optic/OC-x,55,1000
2579372,947706,141890,AMARILLO INDEP SCHOOL DISTRICT,Fiber optic/OC-x,3,10000
2579373,947761,144593,YOLO COUNTY LIBRARY,Cellular Wireless,19,10
2579374,947672,131668,DE TOUR AREA SCHOOL DISTRICT,T1/DS-1,1,1.5
2579376,947773,16066255,THE SHLENKER SCHOOL,Cellular Wireless,14,7
2579379,947773,16066255,THE SHLENKER SCHOOL,DSL,1,50
2579388,947760,130610,NEW CASTLE-HENRY CO PUB LIB,Cellular Wireless,1,7
2579390,947763,61436,ST CATHERINE'S HIGH SCHOOL,Fiber optic/OC-x,1,100
2579392,947765,143275,MESA VISTA CONS SCHOOL DIST,Fiber optic/OC-x,2,25
2579392,947765,143275,MESA VISTA CONS SCHOOL DIST,Fiber optic/OC-x,1,100
2579398,947760,130610,NEW CASTLE-HENRY CO PUB LIB,Fiber optic/OC-x,1,50
2579400,947773,16066255,THE SHLENKER SCHOOL,T1/DS-1,1,1.5
2579403,941354,108171,ARCHBISHOP RIORDAN HIGH SCHOOL,Cellular Wireless,4,7
2579405,941354,108171,ARCHBISHOP RIORDAN HIGH SCHOOL,Cable,1,100
2579411,947777,67929,TARGET RANGE ELEMENTARY SCHOOL,Cable,1,30
2579445,947813,51686,ST LUKE SCHOOL,T1/DS-1,1,1.5
2579446,947785,57590,MOLINE CHRISTIAN SCHOOL,Cable,1,50
2579447,947813,51686,ST LUKE SCHOOL,Fiber optic/OC-x,1,30
2579448,947787,130226,MILL CREEK COMM SCHOOL CORP,Fiber optic/OC-x,1,75
2579455,941279,16031833,SAN MIGUEL HIGH SCHOOL,Cellular Wireless,24,6
2579458,941279,16031833,SAN MIGUEL HIGH SCHOOL,Cellular Wireless,1,6
2579464,941279,16031833,SAN MIGUEL HIGH SCHOOL,Cable,1,100
2579468,947826,53285,BEDFORD PUBLIC LIBRARY,Fiber optic/OC-x,1,60
2579494,942947,106390,LAGUNA BLANCA SCHOOL,Fiber optic/OC-x,1,100
2579509,947823,16049474,INSTITUTE OF TECHNOLOGY AND ACADEMICS CAMPUS 1,T1/DS-1,4,1.5
2579518,947125,135780,GENERAL PATTON SCHOOL DIST 133,Cable,1,100
2579529,942947,106390,LAGUNA BLANCA SCHOOL,Fiber optic/OC-x,1,100
2579532,939998,130214,TIPTON COUNTY PUBLIC LIBRARY,Fiber optic/OC-x,1,12
2579538,947806,57995,IMMACULATE HEART OF MARY SCH,Cable,1,100
2579549,947832,135281,MCHENRY HIGH SCHOOL DIST 156,Fiber optic/OC-x,1,300
2579551,947841,143908,TIPTON ELEM SCHOOL DISTRICT,Fiber optic/OC-x,1,150
2579551,947841,143908,TIPTON ELEM SCHOOL DISTRICT,T1/DS-1,2,1.5
2579551,947841,143908,TIPTON ELEM SCHOOL DISTRICT,T3/DS-3,1,45
2579553,947841,143908,TIPTON ELEM SCHOOL DISTRICT,Fiber optic/OC-x,1,150
2579553,947841,143908,TIPTON ELEM SCHOOL DISTRICT,T1/DS-1,1,1.5
2579553,947841,143908,TIPTON ELEM SCHOOL DISTRICT,T3/DS-3,1,45
2579560,947841,143908,TIPTON ELEM SCHOOL DISTRICT,Cellular Wireless,4,12
2579570,947832,135281,MCHENRY HIGH SCHOOL DIST 156,Cellular Wireless,24,7
2579572,938622,16061967,NOTRE DAME PREPARATORY HIGH SCHOOL,Fiber optic/OC-x,1,3
2579574,938622,16061967,NOTRE DAME PREPARATORY HIGH SCHOOL,Fiber optic/OC-x,1,100
2579579,937689,57698,CALVIN CHRISTIAN SCHOOL ASSOCIATION,Cellular Wireless,4,1
2579582,947803,15469,NARDIN ELEMENTARY ACADEMY,Fiber optic/OC-x,1,30
2579583,947870,153552,SHAAR EPHRAIM,Cellular Wireless,20,3
2579586,947870,153552,SHAAR EPHRAIM,DSL,1,1.5
2579589,947786,222621,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,Fiber optic/OC-x,1,10
2579592,947870,153552,SHAAR EPHRAIM,Cable,1,5
2579596,947847,130638,BLOOMFIELD-E GREENE CO PUB LIB,Fiber optic/OC-x,1,20
2579607,947847,130638,BLOOMFIELD-E GREENE CO PUB LIB,T1/DS-1,2,1.5
2579610,947702,72874,ST ANTHONY OF PADUA HIGH SCH,Fiber optic/OC-x,1,50
2579615,947880,144593,YOLO COUNTY LIBRARY,T1/DS-1,17,1.5
2579617,947786,222621,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,Cable,1,50
2579620,947883,78894,POPE JOHN XXIII JR/SR HIGH SCH,Fiber optic/OC-x,1,40
2579621,938949,128845,CLAY COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,1000
2579635,945447,209102,MACKAY FREE LIBRARY DISTRICT,DSL,1,6
2579648,938949,128845,CLAY COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,1000
2579650,942747,143953,SAN LUIS OBISPO CO OFF OF EDUCATION,T1/DS-1,13,1.5
2579651,938949,128845,CLAY COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,1000
2579655,938949,128845,CLAY COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,1000
2579659,947733,144559,AMADOR COUNTY LIBRARY,DSL,2,3
2579661,938949,128845,CLAY COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,1000
2579674,947874,135604,SW COOK CO COOP ASSN SPEC ED,T3/DS-3,29,45
2579680,947887,127508,GRADY COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,9,1000
2579684,947860,131164,ELKTON PIGEON BAY PORT LAKER SCHOOL,Fiber optic/OC-x,1,100
2579692,947786,222621,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,Non-Cellular Wireless (e.g.microwave),1,3
2579696,947442,228037,YESHIVA OHR TORAH,Cable,35,100
2579712,947874,135604,SW COOK CO COOP ASSN SPEC ED,Fiber optic/OC-x,1,20
2579713,947887,127508,GRADY COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,9,100
2579714,944369,141856,PAMPA INDEP SCHOOL DISTRICT,Fiber optic/OC-x,1,300
2579721,947908,130320,N JUDSON PUBLIC LIBRARY,Fiber optic/OC-x,1,3
2579728,947307,138492,EAST BUTLER PUBLIC SCHOOL DIST,DSL,1,6
2579736,947901,79078,ST MARY'S SCHOOL,Dial-up,1,0.056
2579736,947901,79078,ST MARY'S SCHOOL,DSL,1,7
2579738,947786,222621,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,DSL,1,7
2579739,942098,127575,SCHOOL DISTRICT OF VOLUSIA COUNTY,Fiber optic/OC-x,1,2048
2579741,947733,144559,AMADOR COUNTY LIBRARY,DSL,2,3
2579741,947733,144559,AMADOR COUNTY LIBRARY,T1/DS-1,3,1.5
2579751,947910,130710,OAKLAND CITY-COLUMBIA TWP LIB,Fiber optic/OC-x,1,10
2579755,940070,130658,WHITE RIVER VALLEY SCHOOL CORP,Cellular Wireless,4,7
2579757,947914,130684,ODON WINKELPLECK PUB LIBRARY,Fiber optic/OC-x,1,10
2579758,947857,69158,SS CATHERINE SIENA-ST LUCY SCH,T1/DS-1,1,1.5
2579761,940070,130658,WHITE RIVER VALLEY SCHOOL CORP,Fiber optic/OC-x,1,1000
2579763,947917,130652,ORLEANS TOWN & TWP PUBLIC LIBRARY,Fiber optic/OC-x,1,10
2579764,947874,135604,SW COOK CO COOP ASSN SPEC ED,T1/DS-1,3,1.5
2579775,947098,138658,OSMOND COMMUNITY SCHOOL DISTRICT42R,Fiber optic/OC-x,1,40
2579777,947902,15469,NARDIN ELEMENTARY ACADEMY,Cable,1,10
2579781,947098,138658,OSMOND COMMUNITY SCHOOL DISTRICT42R,Fiber optic/OC-x,1,40
2579795,947707,128876,ROBERTSON COUNTY PUBLIC LIBR,DSL,2,12
2579802,947707,128876,ROBERTSON COUNTY PUBLIC LIBR,DSL,2,12
2579808,947907,136535,PAYSON C U SCHOOL DISTRICT 1,Non-Cellular Wireless (e.g.microwave),1,45
2579827,947754,132678,MISSISSIPPI BEND AREA ED AGENCY 09,Fiber optic/OC-x,1,1000
2579831,947922,140703,LEVERETTS CHAPEL SCHOOL DIST,Fiber optic/OC-x,1,10
2579833,946646,232247,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,Fiber optic/OC-x,1,100
2579838,947937,76801,ST PATRICK'S SCHOOL,Cable,1,15
2579839,947786,222621,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,Non-Cellular Wireless (e.g.microwave),1,3
2579841,947926,137699,NORTHEAST UNIF SCH DIST 246,Fiber optic/OC-x,1,100
2579842,947950,130702,POSEYVILLE CARNEGIE PUBLIC LIB,Fiber optic/OC-x,1,20
2579850,947931,140363,OKEMAH INDEP SCHOOL DIST 26,T1/DS-1,1,1.5
2579853,947931,140363,OKEMAH INDEP SCHOOL DIST 26,DSL,1,3
2579855,947819,41656,BEAN STATION PUBLIC LIBRARY,DSL,1,3
2579859,947931,140363,OKEMAH INDEP SCHOOL DIST 26,Cellular Wireless,10,1
2579861,947931,140363,OKEMAH INDEP SCHOOL DIST 26,Fiber optic/OC-x,1,100
2579867,947880,144593,YOLO COUNTY LIBRARY,Fiber optic/OC-x,1,40
2579870,947927,130696,BOONVILLE-WARRICK CO PUB LIB,Fiber optic/OC-x,1,20
2579872,947918,136382,JERSEY COMM UNIT SCH DIST 100,Fiber optic/OC-x,1,250
2579873,947786,222621,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,DSL,1,6
2579874,947918,136382,JERSEY COMM UNIT SCH DIST 100,Fiber optic/OC-x,1,250
2579877,947930,140881,BROCK INDEP SCHOOL DISTRICT,Non-Cellular Wireless (e.g.microwave),1,50
2579885,947927,130696,BOONVILLE-WARRICK CO PUB LIB,T1/DS-1,3,1.5
2579903,947904,85927,LIBRARY AT CEDAR CREEK LAKE,DSL,2,5
2579906,947926,137699,NORTHEAST UNIF SCH DIST 246,Fiber optic/OC-x,1,100
2579910,947940,133669,FLOODWOOD SCHOOL DISTRICT 698,DSL,1,12
2579912,947935,138673,RANDOLPH PUBLIC SCHOOL DIST,Fiber optic/OC-x,1,40
2579915,947945,130220,BEECH GROVE CITY SCHOOLS,Fiber optic/OC-x,1,100
2579935,947934,138492,EAST BUTLER PUBLIC SCHOOL DIST,Fiber optic/OC-x,1,100
2579944,947949,135634,PARK FOREST SCHOOL DIST 163,Fiber optic/OC-x,6,250
2579945,947987,147059,WASHTENAW INTERMEDIATE SCHOOL DISTRICT,Cable,2,27
2579948,947947,228037,YESHIVA OHR TORAH,Cellular Wireless,13,4
2579959,947934,138492,EAST BUTLER PUBLIC SCHOOL DIST,DSL,2,12
2579963,947974,67590,GALATA ELEMENTARY SCHOOL,DSL,1,4
2579994,947985,130717,WILLARD LIBRARY OF EVANSVILLE,Fiber optic/OC-x,1,20
2580009,947990,130787,WOLCOTT COMMUNITY LIBRARY,Fiber optic/OC-x,1,8
2580015,947924,140962,BURKBURNETT INDEP SCH DISTRICT,Fiber optic/OC-x,1,100
2580017,947987,147059,WASHTENAW INTERMEDIATE SCHOOL DISTRICT,Cellular Wireless,36,3
2580020,940369,16038436,"WEST HOLT PUBLIC SCHOOLS, DISTRICT #45-0239",Non-Cellular Wireless (e.g.microwave),1,3
2580034,947958,136507,QUINCY PUBLIC LIBRARY,Fiber optic/OC-x,1,1
2580034,947958,136507,QUINCY PUBLIC LIBRARY,Fiber optic/OC-x,1,5
2580049,947955,130680,LOOGOOTEE COMM SCHOOL CORP,Fiber optic/OC-x,1,100
2580067,942432,16062342,SHEPHERD OF THE COAST CHRISTIAN SCHOOL,T1/DS-1,7,1.5
2580081,948008,136668,CHESTER-E LINCOLN C C S D 61,T1/DS-1,1,1.5
2580093,948012,130991,HARTLAND CONSOL SCHOOL DIST,Cellular Wireless,32,3
2580097,948004,128542,MARKS-QUITMAN COUNTY LIBRARY,T1/DS-1,1,1.5
2580102,947999,16045681,KIPP LA SCHOOLS,Fiber optic/OC-x,1,20
2580103,947999,16045681,KIPP LA SCHOOLS,Fiber optic/OC-x,1,20
2580115,948012,130991,HARTLAND CONSOL SCHOOL DIST,Fiber optic/OC-x,1,100
2580130,947999,16045681,KIPP LA SCHOOLS,Fiber optic/OC-x,10,10
2580130,947999,16045681,KIPP LA SCHOOLS,Fiber optic/OC-x,10,50
2580147,948029,136515,SOUTHEASTERN C U SCH DIST 337,Fiber optic/OC-x,1,60
2580148,948029,136515,SOUTHEASTERN C U SCH DIST 337,Fiber optic/OC-x,1,70
2580156,948021,130650,BROWN COUNTY PUBLIC LIBRARY,T1/DS-1,1,1.5
2580160,948044,72801,ST DOMINIC SCHOOL,Fiber optic/OC-x,1,25
2580173,943682,127382,HART COUNTY SCHOOL DISTRICT,Cellular Wireless,4,5
2580177,943682,127382,HART COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,1000
2580180,948021,130650,BROWN COUNTY PUBLIC LIBRARY,Fiber optic/OC-x,1,30
2580187,943682,127382,HART COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,1000
2580212,941807,131959,UNION PUBLIC LIBRARY,DSL,1,5
2580241,948055,130222,BROWNSBURG PUBLIC LIBRARY,Fiber optic/OC-x,1,30
2580248,948052,144350,CALAVERAS CO OFF OF EDUCATION,Fiber optic/OC-x,2,100
2580256,948066,16065945,Orange County Educational Arts Academy,Fiber optic/OC-x,1,30
2580257,948061,135067,POWELL COUNTY HIGH SCHOOL DIST,Fiber optic/OC-x,1,30
2580258,948066,16065945,Orange County Educational Arts Academy,Cellular Wireless,7,12
2580261,944708,209165,BAIS TOVA,Fiber optic/OC-x,1,5
2580277,937248,143734,YUCAIPA-CALIMESA JT UNIF S D,Fiber optic/OC-x,10,10
2580277,937248,143734,YUCAIPA-CALIMESA JT UNIF S D,Fiber optic/OC-x,4,100
2580277,937248,143734,YUCAIPA-CALIMESA JT UNIF S D,Fiber optic/OC-x,1,1000
2580283,947874,135604,SW COOK CO COOP ASSN SPEC ED,Cellular Wireless,35,14
2580290,948111,72799,ST PETER SCHOOL,Fiber optic/OC-x,1,25
2580297,945541,228935,LEE A TOLBERT ACADEMY,Cable,7,7
2580302,948124,134926,CONRAD SCHOOL DISTRICT 10,Cellular Wireless,4,3
2580307,948110,16061344,ST LAWRENCE ELEMENTARY SCHOOL,Fiber optic/OC-x,1,20
2580308,948112,134975,SUNBURST SCHOOL DISTRICT 2,DSL,3,4
2580309,948112,134975,SUNBURST SCHOOL DISTRICT 2,Fiber optic/OC-x,1,75
2580315,948077,144004,ANTELOPE VALLEY UN H S DIST,Fiber optic/OC-x,6,60
2580315,948077,144004,ANTELOPE VALLEY UN H S DIST,Fiber optic/OC-x,8,100
2580315,948077,144004,ANTELOPE VALLEY UN H S DIST,Fiber optic/OC-x,1,1000
2580319,948116,137924,WICHITA PUBLIC LIBRARY,Non-Cellular Wireless (e.g.microwave),1,20
2580321,948116,137924,WICHITA PUBLIC LIBRARY,Non-Cellular Wireless (e.g.microwave),1,6
2580328,948120,134970,SHELBY SCHOOL DISTRICT 14,Fiber optic/OC-x,1,100
2580329,948120,134970,SHELBY SCHOOL DISTRICT 14,DSL,1,10
2580331,948121,137924,WICHITA PUBLIC LIBRARY,T1/DS-1,1,1.5
2580333,948120,134970,SHELBY SCHOOL DISTRICT 14,Cellular Wireless,1,3
2580334,948121,137924,WICHITA PUBLIC LIBRARY,T1/DS-1,1,1.5
2580335,948121,137924,WICHITA PUBLIC LIBRARY,T1/DS-1,1,1.5
2580336,948121,137924,WICHITA PUBLIC LIBRARY,T1/DS-1,1,1.5
2580337,948121,137924,WICHITA PUBLIC LIBRARY,T1/DS-1,1,1.5
2580338,948121,137924,WICHITA PUBLIC LIBRARY,T1/DS-1,1,1.5
2580339,948121,137924,WICHITA PUBLIC LIBRARY,T1/DS-1,1,1.5
